37;RT
0,00;665,83
12,02;308,47
9,85;165,77
25,95;15,63
7,95;479,92
12,81;112,08
0,54;56,29
0,03;61,16
30,68;15,08
33,89;175,66
1,34;91,22
0,55;296,49
2,64;260,18
0,47;443,35
6,71;301,43
20,27;53,81
NA;17,21
NA;15,69
NA;192,86
