I;D
motility_egd_rt;983,3198731
motility_egd_rt;506,0608749
motility_egd_rt;472,3576443
motility_egd_rt;916,9280929
motility_egd_rt;504,4432163
motility_egd_rt;539,5730351
motility_egd_rt;917,4357449
motility_egd_rt;765,9190506
motility_egd_rt;725,6042069
motility_egd_rt;632,5978615
motility_egd_rt;832,119641
motility_egd_rt;729,794293
motility_egd_rt;901,0522357
motility_egd_rt;618,892511
motility_egd_rt;565,1475657
motility_egd_rt;638,9114524
motility_egd_rt;610,627894
motility_egd_rt;706,2878059
motility_egd_rt;627,6018283
motility_egd_rt;650,7762756
motility_egd_rt;735,232229
motility_egd_rt;843,4941944
motility_egd_rt;674,6810679
motility_egd_rt;379,2877684
motility_egd_rt;383,7414946
motility_egd_rt;493,4959963
motility_egd_rt;716,582565
motility_egd_rt;559,3121669
motility_egd_rt;567,1563602
motility_egd_rt;531,0761476
motility_egd_rt;442,0609455
motility_egd_rt;758,554234
motility_egd_rt;905,188732
motility_egd_rt;766,3088061
motility_egd_rt;580,4658741
motility_egd_rt;407,3681988
motility_egd_rt;513,1366312
motility_egd_rt;542,9860262
motility_egd_rt;526,9860022
motility_egd_rt;702,9969474
motility_egd_rt;1084,892131
motility_egd_rt;550,2514164
motility_egd_rt;436,4287076
motility_egd_rt;478,8111347
motility_egd_rt;440,298646
motility_egd_rt;739,5597421
motility_egd_rt;512,005513
motility_egd_rt;760,3592662
motility_egd_rt;452,2726148
motility_egd_rt;866,8900106
motility_egd_rt;467,8859366
motility_egd_rt;1090,3161
motility_egd_rt;543,0028115
motility_egd_rt;677,8775147
motility_egd_rt;532,6819053
motility_egd_rt;593,4463786
motility_egd_rt;758,1371276
motility_egd_rt;551,6785988
motility_egd_rt;491,5420323
motility_egd_rt;460,180352
motility_egd_rt;388,7350264
motility_egd_rt;524,6672614
motility_egd_rt;661,0236754
motility_egd_rt;394,7539905
motility_egd_rt;1124,553357
motility_egd_rt;384,1280784
motility_egd_rt;786,2649383
motility_egd_rt;726,3716074
motility_egd_rt;857,0088873
motility_egd_rt;995,5773038
motility_egd_rt;923,841033
motility_egd_rt;559,6008866
motility_egd_rt;520,2394088
motility_egd_rt;667,4573872
motility_egd_rt;620,8727254
motility_egd_rt;738,7108848
motility_egd_rt;1046,923537
motility_egd_rt;703,1518416
motility_egd_rt;532,1265609
motility_egd_rt;433,1868738
motility_egd_rt;1137,430654
motility_egd_rt;640,9716351
motility_egd_rt;540,9408195
motility_egd_rt;929,9144635
motility_egd_rt;705,3122593
motility_egd_rt;750,8857064
motility_egd_rt;956,4334283
motility_egd_rt;437,0762447
motility_egd_rt;389,1332588
motility_egd_rt;450,7148433
motility_egd_rt;747,6812319
motility_egd_rt;538,4316049
motility_egd_rt;685,6632677
motility_egd_rt;540,6410643
motility_egd_rt;524,8390473
motility_egd_rt;410,228536
motility_egd_rt;377,9036984
motility_egd_rt;694,0905843
motility_egd_rt;760,972889
motility_egd_rt;565,8101085
motility_egd_rt;905,6792782
motility_egd_rt;654,3733864
motility_egd_rt;607,5775437
motility_egd_rt;569,0320088
motility_egd_rt;670,1927525
motility_egd_rt;618,3053847
motility_egd_rt;546,7874387
motility_egd_rt;513,9511022
motility_egd_rt;572,0007373
motility_egd_rt;1037,660124
motility_egd_rt;801,3619258
motility_egd_rt;482,9478069
motility_egd_rt;502,393864
motility_egd_rt;650,5447711
motility_egd_rt;372,2301109
motility_egd_rt;431,8597544
motility_egd_rt;448,3838041
motility_egd_rt;847,4531321
motility_egd_rt;365,2914069
motility_egd_rt;1053,351201
motility_egd_rt;988,4571063
motility_egd_rt;480,8806596
motility_egd_rt;487,8661801
motility_egd_rt;1168,649088
motility_egd_rt;599,4010282
motility_egd_rt;572,6757865
motility_egd_rt;457,4960043
motility_egd_rt;462,077987
motility_egd_rt;955,133037
motility_egd_rt;475,6375442
motility_egd_rt;484,1638145
motility_egd_rt;944,7031166
motility_egd_rt;721,5138409
motility_egd_rt;578,4252439
motility_egd_rt;501,7027408
motility_egd_rt;501,3426528
motility_egd_rt;441,9810034
motility_egd_rt;406,8459693
motility_egd_rt;570,6957571
motility_egd_rt;683,6893858
motility_egd_rt;851,1680306
motility_egd_rt;574,7887508
motility_egd_rt;476,2462189
motility_egd_rt;607,7059318
motility_egd_rt;865,3038755
motility_egd_rt;1150,309437
motility_egd_rt;562,0785002
motility_egd_rt;439,5833531
motility_egd_rt;386,7710326
motility_egd_rt;656,8364593
motility_egd_rt;960,9200445
motility_egd_rt;420,0327522
motility_egd_rt;493,7166194
motility_egd_rt;573,1968088
motility_egd_rt;669,2474269
motility_egd_rt;763,2604217
motility_egd_rt;416,3167689
motility_egd_rt;816,3746444
motility_egd_rt;893,4169601
motility_egd_rt;954,0127947
motility_egd_rt;512,9699966
motility_egd_rt;782,160127
motility_egd_rt;741,4489744
motility_egd_rt;537,1732488
motility_egd_rt;544,0244817
motility_egd_rt;707,2582793
motility_egd_rt;784,2224492
motility_egd_rt;672,0340957
motility_egd_rt;453,6844071
motility_egd_rt;503,994106
motility_egd_rt;1084,47839
motility_egd_rt;632,6045785
motility_egd_rt;394,2249966
motility_egd_rt;528,0139209
motility_egd_rt;491,8828348
motility_egd_rt;708,6016928
motility_egd_rt;453,1130037
motility_egd_rt;693,6107416
motility_egd_rt;554,7460767
motility_egd_rt;582,171518
motility_egd_rt;538,8608367
motility_egd_rt;774,1364427
motility_egd_rt;578,8297582
motility_egd_rt;454,45116
motility_egd_rt;801,4316397
motility_egd_rt;564,7937426
motility_egd_rt;412,0741761
motility_egd_rt;415,1390582
motility_egd_rt;409,1476085
motility_egd_rt;749,5212513
motility_egd_rt;555,2707004
motility_egd_rt;367,8862818
motility_egd_rt;666,5574146
motility_egd_rt;878,378376
motility_egd_rt;698,3608707
motility_egd_rt;545,0817236
motility_egd_rt;1305,395133
motility_egd_rt;907,9617602
motility_egd_rt;656,3139865
motility_egd_rt;469,8420309
motility_egd_rt;808,2492815
motility_egd_rt;883,0768733
motility_egd_rt;437,8881468
motility_egd_rt;513,8887408
motility_egd_rt;647,0087003
motility_egd_rt;827,6759268
motility_egd_rt;846,7495596
motility_egd_rt;1076,686772
motility_egd_rt;706,3794639
motility_egd_rt;628,8007361
motility_egd_rt;700,3116615
motility_egd_rt;1012,680717
motility_egd_rt;671,826859
motility_egd_rt;715,7524572
motility_egd_rt;482,7121358
motility_egd_rt;490,4963519
motility_egd_rt;506,9154159
motility_egd_rt;696,8059581
motility_egd_rt;638,0858582
motility_egd_rt;943,6231652
motility_egd_rt;442,6178967
motility_egd_rt;490,7613948
motility_egd_rt;685,8860951
motility_egd_rt;719,6834769
motility_egd_rt;583,6193635
motility_egd_rt;418,9979073
motility_egd_rt;747,7619553
motility_egd_rt;610,6383841
motility_egd_rt;536,9827686
motility_egd_rt;844,9388414
motility_egd_rt;733,2985564
motility_egd_rt;785,7951314
motility_egd_rt;872,8347807
motility_egd_rt;484,7531079
motility_egd_rt;541,0508677
motility_egd_rt;619,2751079
motility_egd_rt;652,9584805
motility_egd_rt;461,760962
motility_egd_rt;861,0183272
motility_egd_rt;461,6495867
motility_egd_rt;864,9831155
motility_egd_rt;664,2351495
motility_egd_rt;982,3594832
motility_egd_rt;837,291501
motility_egd_rt;621,7019492
motility_egd_rt;1155,412551
motility_egd_rt;626,4395834
motility_egd_rt;650,0747492
motility_egd_rt;527,4154842
motility_egd_rt;697,1893914
motility_egd_rt;460,5992596
motility_egd_rt;497,9690864
motility_egd_rt;761,203584
motility_egd_rt;568,0245069
motility_egd_rt;369,2219569
motility_egd_rt;547,7471347
motility_egd_rt;631,9448279
motility_egd_rt;615,2273832
motility_egd_rt;514,5732888
motility_egd_rt;848,1161244
motility_egd_rt;498,4544147
motility_egd_rt;582,2942987
motility_egd_rt;899,550595
motility_egd_rt;1380,071036
motility_egd_rt;459,7585615
motility_egd_rt;732,9976586
motility_egd_rt;548,6291609
motility_egd_rt;576,2613818
motility_egd_rt;425,2791488
motility_egd_rt;723,8761969
motility_egd_rt;555,1911846
motility_egd_rt;680,4500474
motility_egd_rt;489,9199277
motility_egd_rt;819,3110245
motility_egd_rt;582,9739404
motility_egd_rt;735,7075374
motility_egd_rt;747,9350476
motility_egd_rt;648,387806
motility_egd_rt;780,3713586
motility_egd_rt;737,1657956
motility_egd_rt;635,6731633
motility_egd_rt;501,6595122
motility_egd_rt;712,4631852
motility_egd_rt;973,9385512
motility_egd_rt;507,0267205
motility_egd_rt;529,6701635
motility_egd_rt;427,2270159
motility_egd_rt;1044,999359
motility_egd_rt;625,7441498
motility_egd_rt;433,4002032
motility_egd_rt;359,9263153
motility_egd_rt;405,088589
motility_egd_rt;800,6166157
motility_egd_rt;843,4712676
motility_egd_rt;531,266131
motility_egd_rt;387,5312966
motility_egd_rt;908,7142889
motility_egd_rt;436,0576614
motility_egd_rt;634,0583367
motility_egd_rt;520,5242525
motility_egd_rt;413,3619037
motility_egd_rt;525,9367481
motility_egd_rt;599,7312413
motility_egd_rt;486,5549312
motility_egd_rt;929,1293609
motility_egd_rt;832,416263
motility_egd_rt;896,111161
motility_egd_rt;542,6228877
motility_egd_rt;759,5763113
motility_egd_rt;590,9882071
motility_egd_rt;620,79455
motility_egd_rt;602,4020911
motility_egd_rt;662,7832654
motility_egd_rt;861,830986
motility_egd_rt;495,2531618
motility_egd_rt;1166,458996
motility_egd_rt;576,1979927
motility_egd_rt;406,6019083
motility_egd_rt;734,8784848
motility_egd_rt;373,8254143
motility_egd_rt;343,7473224
motility_egd_rt;825,6660428
motility_egd_rt;25,82887742
motility_egd_rt;1072,952918
motility_egd_rt;517,8176437
motility_egd_rt;453,6657051
motility_egd_rt;845,878486
motility_egd_rt;623,769001
motility_egd_rt;1007,253466
motility_egd_rt;748,3695435
motility_egd_rt;737,2817958
motility_egd_rt;623,3595236
motility_egd_rt;437,0676463
motility_egd_rt;845,905149
motility_egd_rt;637,1309672
motility_egd_rt;976,6338379
motility_egd_rt;692,3224379
motility_egd_rt;421,4583874
motility_egd_rt;681,1442589
motility_egd_rt;545,3445133
motility_egd_rt;532,6201617
motility_egd_rt;765,3179709
motility_egd_rt;882,9115959
motility_egd_rt;574,7823872
motility_egd_rt;1246,169446
motility_egd_rt;579,5563388
motility_egd_rt;1136,370277
motility_egd_rt;510,7255071
motility_egd_rt;692,6461974
motility_egd_rt;640,5017995
motility_egd_rt;775,8521021
motility_egd_rt;915,9111125
motility_egd_rt;929,2198295
motility_egd_rt;1367,143089
motility_egd_rt;592,3538733
motility_egd_rt;826,3465391
motility_egd_rt;740,289858
motility_egd_rt;404,7305368
motility_egd_rt;800,1873259
motility_egd_rt;486,0298928
motility_egd_rt;530,5669124
motility_egd_rt;1106,579931
motility_egd_rt;585,5811756
motility_egd_rt;636,5899878
motility_egd_rt;1355,678369
motility_egd_rt;878,7781157
motility_egd_rt;451,6798844
motility_egd_rt;524,8380748
motility_egd_rt;814,4371323
motility_egd_rt;469,0441366
motility_egd_rt;832,4671384
motility_egd_rt;621,7814818
motility_egd_rt;872,0777466
motility_egd_rt;970,7133887
motility_egd_rt;513,2054785
motility_egd_rt;545,3450667
motility_egd_rt;417,0579052
motility_egd_rt;517,6746547
motility_egd_rt;525,7652165
motility_egd_rt;784,6630003
motility_egd_rt;851,9350859
motility_egd_rt;474,7028841
motility_egd_rt;1035,686555
motility_egd_rt;815,9098669
motility_egd_rt;1360,637607
motility_egd_rt;693,6709494
motility_egd_rt;745,3782995
motility_egd_rt;700,1479027
motility_egd_rt;730,4059651
motility_egd_rt;596,8871633
motility_egd_rt;498,7698693
motility_egd_rt;638,7279832
motility_egd_rt;688,1614554
motility_egd_rt;902,1331668
motility_egd_rt;902,9884595
motility_egd_rt;1433,559261
motility_egd_rt;754,8065658
motility_egd_rt;738,8582268
motility_egd_rt;802,1458667
motility_egd_rt;415,3604187
motility_egd_rt;673,6550219
motility_egd_rt;683,6165601
motility_egd_rt;450,2951628
motility_egd_rt;780,2533963
motility_egd_rt;759,5326051
motility_egd_rt;658,6113774
motility_egd_rt;565,5865504
motility_egd_rt;500,0657455
motility_egd_rt;1735,375212
motility_egd_rt;451,1999154
motility_egd_rt;480,3621974
motility_egd_rt;532,8998218
motility_egd_rt;419,3649644
motility_egd_rt;955,6927118
motility_egd_rt;400,2053052
motility_egd_rt;886,2307207
motility_egd_rt;944,5120465
motility_egd_rt;641,6808737
motility_egd_rt;648,3105986
motility_egd_rt;374,8017922
motility_egd_rt;722,2343207
motility_egd_rt;484,2305586
motility_egd_rt;823,440642
motility_egd_rt;393,158144
motility_egd_rt;953,1756179
motility_egd_rt;645,7513218
motility_egd_rt;848,2676229
motility_egd_rt;687,7534844
motility_egd_rt;1193,931131
motility_egd_rt;603,9335368
motility_egd_rt;786,6052672
motility_egd_rt;720,1309665
motility_egd_rt;1165,248959
motility_egd_rt;853,3321152
motility_egd_rt;929,3994413
motility_egd_rt;1396,880009
motility_egd_rt;656,2521086
motility_egd_rt;569,8628425
motility_egd_rt;413,4771031
motility_egd_rt;617,3843279
motility_egd_rt;431,5935315
motility_egd_rt;1031,00388
motility_egd_rt;781,0868453
motility_egd_rt;487,5387352
motility_egd_rt;502,3755804
motility_egd_rt;428,2170222
motility_egd_rt;987,075524
motility_egd_rt;644,6090675
motility_egd_rt;823,1948132
motility_egd_rt;796,7339099
motility_egd_rt;397,0360618
motility_egd_rt;760,0297166
motility_egd_rt;712,943105
motility_egd_rt;706,7444253
motility_egd_rt;957,8817367
motility_egd_rt;441,1212643
motility_egd_rt;751,9403269
motility_egd_rt;455,0528939
motility_egd_rt;768,4284699
motility_egd_rt;394,2455259
motility_egd_rt;379,6712294
motility_egd_rt;735,7890196
motility_lmina_rt;660,454995
motility_lmina_rt;958,8358934
motility_lmina_rt;559,0513488
motility_lmina_rt;712,5183353
motility_lmina_rt;618,9571316
motility_lmina_rt;644,2035797
motility_lmina_rt;622,1397139
motility_lmina_rt;830,1775509
motility_lmina_rt;1064,197896
motility_lmina_rt;382,8797013
motility_lmina_rt;855,4266184
motility_lmina_rt;716,4817741
motility_lmina_rt;841,9894889
motility_lmina_rt;897,0040342
motility_lmina_rt;652,0161497
motility_lmina_rt;796,8794584
motility_lmina_rt;580,3335291
motility_lmina_rt;1439,647472
motility_lmina_rt;592,1256308
motility_lmina_rt;739,8617257
motility_lmina_rt;427,668646
motility_lmina_rt;945,628001
motility_lmina_rt;809,0724849
motility_lmina_rt;605,3902422
motility_lmina_rt;516,5169654
motility_lmina_rt;675,9925768
motility_lmina_rt;416,6331607
motility_lmina_rt;879,3270307
motility_lmina_rt;611,6289547
motility_lmina_rt;1081,200702
motility_lmina_rt;568,7142318
motility_lmina_rt;532,9633421
motility_lmina_rt;1118,847403
motility_lmina_rt;900,8738016
motility_lmina_rt;1052,345015
motility_lmina_rt;777,393407
motility_lmina_rt;867,4031198
motility_lmina_rt;719,1888317
motility_lmina_rt;518,5712103
motility_lmina_rt;493,8373616
motility_lmina_rt;771,2369009
motility_lmina_rt;686,9621529
motility_lmina_rt;528,7410477
motility_lmina_rt;1321,393895
motility_lmina_rt;482,2643692
motility_lmina_rt;443,0812661
motility_lmina_rt;728,6735029
motility_lmina_rt;874,7446728
motility_lmina_rt;736,6731202
motility_lmina_rt;453,668749
motility_lmina_rt;556,8345246
motility_lmina_rt;770,0651329
motility_lmina_rt;534,6501096
motility_lmina_rt;531,6114315
motility_lmina_rt;746,5636241
motility_lmina_rt;729,3924578
motility_lmina_rt;845,4628018
motility_lmina_rt;720,0484788
motility_lmina_rt;950,5848209
motility_lmina_rt;730,1081181
motility_lmina_rt;509,7415544
motility_lmina_rt;625,4002738
motility_lmina_rt;566,6954124
motility_lmina_rt;862,5145237
motility_lmina_rt;589,3989539
motility_lmina_rt;814,8728541
motility_lmina_rt;495,0873006
motility_lmina_rt;720,5766081
motility_lmina_rt;627,4359454
motility_lmina_rt;985,8650639
motility_lmina_rt;565,8212006
motility_lmina_rt;454,5350513
motility_lmina_rt;572,0872538
motility_lmina_rt;1016,435431
motility_lmina_rt;404,4438225
motility_lmina_rt;601,0734723
motility_lmina_rt;392,3173746
motility_lmina_rt;825,0419376
motility_lmina_rt;917,0514643
motility_lmina_rt;541,9937924
motility_lmina_rt;669,8521845
motility_lmina_rt;466,0717417
motility_lmina_rt;980,8243123
motility_lmina_rt;1483,552761
motility_lmina_rt;1013,881969
motility_lmina_rt;562,2422113
motility_lmina_rt;637,83383
motility_lmina_rt;571,9277264
motility_lmina_rt;419,0996134
motility_lmina_rt;1070,686168
motility_lmina_rt;1076,666653
motility_lmina_rt;643,0080618
motility_lmina_rt;501,0015798
motility_lmina_rt;815,7663671
motility_lmina_rt;1026,433232
motility_lmina_rt;639,2560706
motility_lmina_rt;835,2668007
motility_lmina_rt;644,5220237
motility_lmina_rt;749,5647588
motility_lmina_rt;730,6813101
motility_lmina_rt;622,2521642
motility_lmina_rt;400,4821105
motility_lmina_rt;438,5443147
motility_lmina_rt;1063,086543
motility_lmina_rt;1196,319199
motility_lmina_rt;581,4658019
motility_lmina_rt;828,2124362
motility_lmina_rt;1128,671403
motility_lmina_rt;888,6411437
motility_lmina_rt;566,389006
motility_lmina_rt;618,1108938
motility_lmina_rt;979,919833
motility_lmina_rt;728,3526804
motility_lmina_rt;758,4266046
motility_lmina_rt;521,973341
motility_lmina_rt;831,9077389
motility_lmina_rt;747,9247538
motility_lmina_rt;1019,432534
motility_lmina_rt;541,2778548
motility_lmina_rt;700,3561996
motility_lmina_rt;411,9245342
motility_lmina_rt;945,6589151
motility_lmina_rt;774,8189685
motility_lmina_rt;747,8030498
motility_lmina_rt;771,1428817
motility_lmina_rt;506,8262727
motility_lmina_rt;754,8005754
motility_lmina_rt;526,0136819
motility_lmina_rt;538,5128923
motility_lmina_rt;775,9550936
motility_lmina_rt;509,8847788
motility_lmina_rt;671,8714068
motility_lmina_rt;623,7486637
motility_lmina_rt;502,5048852
motility_lmina_rt;692,5575162
motility_lmina_rt;641,3143763
motility_lmina_rt;575,5465539
motility_lmina_rt;675,2418107
motility_lmina_rt;620,5616493
motility_lmina_rt;778,5617246
motility_lmina_rt;377,8389453
motility_lmina_rt;593,3649922
motility_lmina_rt;443,8363358
motility_lmina_rt;1255,74904
motility_lmina_rt;1034,679213
motility_lmina_rt;998,8966093
motility_lmina_rt;214,1352707
motility_lmina_rt;481,0417766
motility_lmina_rt;880,7361094
motility_lmina_rt;852,6471521
motility_lmina_rt;973,5212826
motility_lmina_rt;599,4759609
motility_lmina_rt;610,1023217
motility_lmina_rt;500,8710196
motility_lmina_rt;704,2971057
motility_lmina_rt;1273,11673
motility_lmina_rt;788,4037285
motility_lmina_rt;555,7553138
motility_lmina_rt;506,1768744
motility_lmina_rt;803,0986797
motility_lmina_rt;755,3917335
motility_lmina_rt;686,7605983
motility_lmina_rt;1198,480428
motility_lmina_rt;607,2534923
motility_lmina_rt;620,0700132
motility_lmina_rt;707,8075756
motility_lmina_rt;528,1028367
motility_lmina_rt;794,3216476
motility_lmina_rt;853,1684258
motility_lmina_rt;438,7277467
motility_lmina_rt;1231,716087
motility_lmina_rt;342,2175506
motility_lmina_rt;544,3082057
motility_lmina_rt;374,1865124
motility_lmina_rt;445,8563578
motility_lmina_rt;525,4389459
motility_lmina_rt;841,5945538
motility_lmina_rt;718,202734
motility_lmina_rt;482,5061275
motility_lmina_rt;647,880062
motility_lmina_rt;1035,713362
motility_lmina_rt;545,1926221
motility_lmina_rt;645,7674605
motility_lmina_rt;578,0025713
motility_lmina_rt;457,524355
motility_lmina_rt;964,7529405
motility_lmina_rt;833,3258267
motility_lmina_rt;766,9634462
motility_lmina_rt;547,121888
motility_lmina_rt;547,7604377
motility_lmina_rt;423,2127789
motility_lmina_rt;1338,874488
motility_lmina_rt;820,3369109
motility_lmina_rt;380,9795574
motility_lmina_rt;959,4427443
motility_lmina_rt;863,2206678
motility_lmina_rt;772,0981809
motility_lmina_rt;534,3136177
motility_lmina_rt;832,934511
motility_lmina_rt;944,6279199
motility_lmina_rt;519,1846
motility_lmina_rt;937,10633
motility_lmina_rt;384,5404046
motility_lmina_rt;651,0218094
motility_lmina_rt;782,2308552
motility_lmina_rt;707,1896284
motility_lmina_rt;738,7879299
motility_lmina_rt;637,3701559
motility_lmina_rt;653,7186173
motility_lmina_rt;779,6905835
motility_lmina_rt;715,1739892
motility_lmina_rt;1002,150829
motility_lmina_rt;1214,437002
motility_lmina_rt;479,9225854
motility_lmina_rt;671,7611435
motility_lmina_rt;1106,022673
motility_lmina_rt;907,9808663
motility_lmina_rt;663,3302038
motility_lmina_rt;1110,721156
motility_lmina_rt;645,3336596
motility_lmina_rt;806,5455668
motility_lmina_rt;861,4183346
motility_lmina_rt;776,5644547
motility_lmina_rt;612,2499626
motility_lmina_rt;1104,672916
motility_lmina_rt;768,1014799
motility_lmina_rt;683,9186225
motility_lmina_rt;605,4088686
motility_lmina_rt;1000,848476
motility_lmina_rt;839,1576841
motility_lmina_rt;851,3471706
motility_lmina_rt;620,6323259
motility_lmina_rt;523,3726138
motility_lmina_rt;751,1894454
motility_lmina_rt;721,1887937
motility_lmina_rt;1236,424459
motility_lmina_rt;612,9741511
motility_lmina_rt;562,2130963
motility_lmina_rt;627,4235425
motility_lmina_rt;877,5188203
motility_lmina_rt;696,4661483
motility_lmina_rt;600,5307609
motility_lmina_rt;989,9746992
motility_lmina_rt;415,4612449
motility_lmina_rt;648,4062659
motility_lmina_rt;1094,712457
motility_lmina_rt;748,8167276
motility_lmina_rt;659,6983652
motility_lmina_rt;1238,808176
motility_lmina_rt;665,3666119
motility_lmina_rt;509,5062761
motility_lmina_rt;527,5489172
motility_lmina_rt;536,7709599
motility_lmina_rt;649,8846883
motility_lmina_rt;788,1068903
motility_lmina_rt;392,8434746
motility_lmina_rt;979,7618725
motility_lmina_rt;662,6975671
motility_lmina_rt;1077,659858
motility_lmina_rt;1067,684222
motility_lmina_rt;1091,125107
motility_lmina_rt;854,4117355
motility_lmina_rt;957,0851979
motility_lmina_rt;1027,955492
motility_lmina_rt;562,4377805
motility_lmina_rt;1272,931391
motility_lmina_rt;1177,695513
motility_lmina_rt;934,3865197
motility_lmina_rt;831,6861016
motility_lmina_rt;611,5359325
motility_lmina_rt;945,2362102
motility_lmina_rt;506,6862357
motility_lmina_rt;666,3605025
motility_lmina_rt;462,5128642
motility_lmina_rt;751,4223597
motility_lmina_rt;899,0562451
motility_lmina_rt;727,749943
motility_lmina_rt;646,5794869
motility_lmina_rt;597,5187177
motility_lmina_rt;431,2820801
motility_lmina_rt;745,0181653
motility_lmina_rt;1151,350089
motility_lmina_rt;758,053118
motility_lmina_rt;652,8476192
motility_lmina_rt;1014,590963
motility_lmina_rt;425,5102857
motility_lmina_rt;527,8803439
motility_lmina_rt;698,4601296
motility_lmina_rt;924,9415982
motility_lmina_rt;407,246315
motility_lmina_rt;623,4927773
motility_lmina_rt;1122,873435
motility_lmina_rt;468,9008887
motility_lmina_rt;565,680756
motility_lmina_rt;1194,172171
motility_lmina_rt;512,5986666
motility_lmina_rt;517,0071827
motility_lmina_rt;549,1008517
motility_lmina_rt;1001,587378
motility_lmina_rt;777,7279033
motility_lmina_rt;805,053657
motility_lmina_rt;763,8919216
motility_lmina_rt;469,8748168
motility_lmina_rt;512,8578827
motility_lmina_rt;1092,103936
motility_lmina_rt;988,7161097
motility_lmina_rt;614,9162127
motility_lmina_rt;655,7709154
motility_lmina_rt;402,9323478
motility_lmina_rt;683,6977118
motility_lmina_rt;473,844752
motility_lmina_rt;422,7551423
motility_lmina_rt;1162,175044
motility_lmina_rt;606,3982516
motility_lmina_rt;614,2494064
motility_lmina_rt;381,800333
motility_lmina_rt;560,248234
motility_lmina_rt;566,3409109
motility_lmina_rt;585,5966127
motility_lmina_rt;661,7586208
motility_lmina_rt;376,9642079
motility_lmina_rt;623,8137207
motility_lmina_rt;1436,277685
motility_lmina_rt;645,0327063
motility_lmina_rt;614,1742802
motility_lmina_rt;477,2231879
motility_lmina_rt;390,1608488
motility_lmina_rt;1092,127132
motility_lmina_rt;888,1267553
motility_lmina_rt;1046,21545
motility_lmina_rt;949,1797088
motility_lmina_rt;569,6068439
motility_lmina_rt;912,6172038
motility_lmina_rt;1093,90856
motility_lmina_rt;731,9563324
motility_lmina_rt;1091,207752
motility_lmina_rt;1318,791292
motility_lmina_rt;1164,477173
motility_lmina_rt;1006,379644
motility_lmina_rt;603,5431286
motility_lmina_rt;1019,544361
motility_lmina_rt;811,4395209
motility_lmina_rt;506,5460118
motility_lmina_rt;624,3017806
motility_lmina_rt;881,989219
motility_lmina_rt;471,7304762
motility_lmina_rt;820,2228149
motility_lmina_rt;652,2047531
motility_lmina_rt;569,2390624
motility_lmina_rt;685,3802204
motility_lmina_rt;528,4519359
motility_lmina_rt;378,9860272
motility_lmina_rt;818,0496495
motility_lmina_rt;1583,066667
motility_lmina_rt;1025,813414
motility_lmina_rt;26,02261744
motility_lmina_rt;821,4228714
motility_lmina_rt;550,1110126
motility_lmina_rt;913,6223637
motility_lmina_rt;519,2758638
motility_lmina_rt;727,63651
motility_lmina_rt;1064,770373
motility_lmina_rt;734,0449818
motility_lmina_rt;803,8734576
motility_lmina_rt;372,1825172
motility_lmina_rt;433,6256418
motility_lmina_rt;442,6022171
motility_lmina_rt;978,6460954
motility_lmina_rt;446,7739926
motility_lmina_rt;946,6967677
motility_lmina_rt;918,4675215
motility_lmina_rt;418,6058888
motility_lmina_rt;661,3589946
motility_lmina_rt;847,5202666
motility_lmina_rt;686,3578953
motility_lmina_rt;796,741041
motility_lmina_rt;549,966292
motility_lmina_rt;468,4062286
motility_lmina_rt;380,0198765
motility_lmina_rt;492,9103794
motility_lmina_rt;411,5421651
motility_lmina_rt;782,3822975
motility_lmina_rt;545,8667508
motility_lmina_rt;640,9629448
motility_lmina_rt;534,9437424
motility_lmina_rt;814,1225786
motility_lmina_rt;569,9720245
motility_lmina_rt;982,9876373
motility_lmina_rt;939,5397959
motility_lmina_rt;777,0235035
motility_lmina_rt;628,0503822
motility_lmina_rt;938,9362426
motility_lmina_rt;380,632982
motility_lmina_rt;623,395536
motility_lmina_rt;656,3806598
motility_lmina_rt;960,0565023
motility_lmina_rt;560,1229313
motility_lmina_rt;821,1589436
motility_lmina_rt;628,8036582
motility_lmina_rt;672,8609238
motility_lmina_rt;567,5958641
motility_lmina_rt;1060,28541
motility_lmina_rt;852,4545905
motility_lmina_rt;761,4050203
motility_lmina_rt;406,7108752
motility_lmina_rt;995,8584741
motility_lmina_rt;662,0348413
motility_lmina_rt;439,8224572
motility_lmina_rt;564,6187547
motility_lmina_rt;792,7721648
motility_lmina_rt;729,5116752
motility_lmina_rt;701,5541789
motility_lmina_rt;824,9812247
motility_lmina_rt;539,1594584
motility_lmina_rt;657,0062419
motility_lmina_rt;832,9909646
motility_lmina_rt;543,6186235
motility_lmina_rt;471,9406481
motility_lmina_rt;429,4095628
motility_lmina_rt;379,7501082
motility_lmina_rt;621,5105414
motility_lmina_rt;466,8987037
motility_lmina_rt;549,326596
motility_lmina_rt;480,2873028
motility_lmina_rt;823,8632224
motility_lmina_rt;382,7003695
motility_lmina_rt;579,3015408
motility_lmina_rt;967,1261446
motility_lmina_rt;1190,034325
motility_lmina_rt;597,229012
motility_lmina_rt;911,7753087
motility_lmina_rt;587,1902248
motility_lmina_rt;833,0382244
motility_lmina_rt;1014,779185
motility_lmina_rt;410,6782828
motility_lmina_rt;472,6238312
motility_lmina_rt;740,8731059
motility_lmina_rt;461,8637752
motility_lmina_rt;616,6240447
motility_lmina_rt;443,0153638
motility_lmina_rt;498,7899772
motility_lmina_rt;519,0119156
motility_lmina_rt;854,0091527
motility_lmina_rt;565,1460306
motility_lmina_rt;633,4702526
motility_lmina_rt;501,2770711
