Position X,Position Y,Position Z,Unit,Category,Collection,Time,TrackID,ID,,Template for Motility Lab,,,time(sec) for experiment in cell O1 from input box,25,,,copy-paste columns S-X directly into 2ptrack,3,1,25,0.5,27.2179,1.25
199.5,81.9865,18.4567,µm,Spot,Position,21,1000000033,2520,fill,34,21,525,199.5,81.9865,18.4567,,,26,21,525,40.0646,192.086,17.7307
152.668,171.059,19.6278,µm,Spot,Position,21,1000002280,2521,fill,2281,21,525,152.668,171.059,19.6278,,,46,21,525,160.905,60.2634,21.7676
40.0646,192.086,17.7307,µm,Spot,Position,21,1000000025,2522,fill,26,21,525,40.0646,192.086,17.7307,,,2219,21,525,135.449,117.965,20.3778
160.905,60.2634,21.7676,µm,Spot,Position,21,1000000045,2523,fill,46,21,525,160.905,60.2634,21.7676,,,37,21,525,152.671,143.935,20.2972
135.449,117.965,20.3778,µm,Spot,Position,21,1000002218,2524,fill,2219,21,525,135.449,117.965,20.3778,,,25,21,525,139.364,172.751,21.1962
152.671,143.935,20.2972,µm,Spot,Position,21,1000000036,2525,fill,37,21,525,152.671,143.935,20.2972,,,41,21,525,139.756,210.187,20.5624
139.364,172.751,21.1962,µm,Spot,Position,21,1000000024,2526,fill,25,21,525,139.364,172.751,21.1962,,,33,21,525,103.598,46.7937,23.0482
139.756,210.187,20.5624,µm,Spot,Position,21,1000000040,2527,fill,41,21,525,139.756,210.187,20.5624,,,36,21,525,179.505,149.539,22.5661
103.598,46.7937,23.0482,µm,Spot,Position,21,1000000032,2528,fill,33,21,525,103.598,46.7937,23.0482,,,38,21,525,170.382,200.403,22.6665
179.505,149.539,22.5661,µm,Spot,Position,21,1000000035,2529,fill,36,21,525,179.505,149.539,22.5661,,,43,21,525,85.8254,89.5278,27.2799
170.382,200.403,22.6665,µm,Spot,Position,21,1000000037,2530,fill,38,21,525,170.382,200.403,22.6665,,,2462,21,525,120.858,216.987,31.9614
85.8254,89.5278,27.2799,µm,Spot,Position,21,1000000042,2531,fill,43,21,525,85.8254,89.5278,27.2799,,,44,21,525,199.5,121.997,33.3779
120.858,216.987,31.9614,µm,Spot,Position,21,1000002461,2532,fill,2462,21,525,120.858,216.987,31.9614,,,45,21,525,187.358,162.547,36.1345
199.5,121.997,33.3779,µm,Spot,Position,21,1000000043,2533,fill,44,21,525,199.5,121.997,33.3779,,,2298,21,525,0.5,0.5,38.9776
187.358,162.547,36.1345,µm,Spot,Position,21,1000000044,2534,fill,45,21,525,187.358,162.547,36.1345,,,2464,21,525,21.0235,87.7203,40.9357
0.5,0.5,38.9776,µm,Spot,Position,21,1000002297,2535,fill,2298,21,525,0.5,0.5,38.9776,,,2538,21,525,0.5,68.4608,45.0971
21.0235,87.7203,40.9357,µm,Spot,Position,21,1000002463,2536,fill,2464,21,525,21.0235,87.7203,40.9357,,,2500,21,525,105.263,95.7565,51.25
0.5,68.4608,45.0971,µm,Spot,Position,21,1000002537,2537,fill,2538,21,525,0.5,68.4608,45.0971,,,2465,21,525,167.49,129.341,51.25
105.263,95.7565,51.25,µm,Spot,Position,21,1000002499,2538,fill,2500,21,525,105.263,95.7565,51.25,,,2398,21,525,111.189,156.703,51.25
167.49,129.341,51.25,µm,Spot,Position,21,1000002464,2539,fill,2465,21,525,167.49,129.341,51.25,,,2433,21,525,42.5193,214.091,51.25
111.189,156.703,51.25,µm,Spot,Position,21,1000002397,2540,fill,2398,21,525,111.189,156.703,51.25,,,2,22,550,117.975,9.17456,1.25
42.5193,214.091,51.25,µm,Spot,Position,21,1000002432,2541,fill,2433,21,525,42.5193,214.091,51.25,,,4,22,550,49.6899,76.2637,1.25
117.975,9.17456,1.25,µm,Spot,Position,22,1000000001,2542,fill,2,22,550,117.975,9.17456,1.25,,,5,22,550,48.3922,95.8226,1.25
49.6899,76.2637,1.25,µm,Spot,Position,22,1000000003,2543,fill,4,22,550,49.6899,76.2637,1.25,,,8,22,550,110.321,130.748,1.25
48.3922,95.8226,1.25,µm,Spot,Position,22,1000000004,2544,fill,5,22,550,48.3922,95.8226,1.25,,,2012,22,550,0.5,167.806,6.58765
110.321,130.748,1.25,µm,Spot,Position,22,1000000007,2545,fill,8,22,550,110.321,130.748,1.25,,,14,22,550,72.9653,0.5,11.2558
0.5,167.806,6.58765,µm,Spot,Position,22,1000002011,2546,fill,2012,22,550,0.5,167.806,6.58765,,,2511,22,550,146.355,15.9252,10.4366
72.9653,0.5,11.2558,µm,Spot,Position,22,1000000013,2547,fill,14,22,550,72.9653,0.5,11.2558,,,16,22,550,160.456,25.5813,10.9244
146.355,15.9252,10.4366,µm,Spot,Position,22,1000002510,2548,fill,2511,22,550,146.355,15.9252,10.4366,,,90,22,550,118.595,172.605,11.1032
160.456,25.5813,10.9244,µm,Spot,Position,22,1000000015,2549,fill,16,22,550,160.456,25.5813,10.9244,,,2374,22,550,73.8452,175.335,11.431
118.595,172.605,11.1032,µm,Spot,Position,22,1000000089,2550,fill,90,22,550,118.595,172.605,11.1032,,,32,22,550,40.4538,164.49,14.4945
73.8452,175.335,11.431,µm,Spot,Position,22,1000002373,2551,fill,2374,22,550,73.8452,175.335,11.431,,,2016,22,550,174.602,0.5,15.7109
40.4538,164.49,14.4945,µm,Spot,Position,22,1000000031,2552,fill,32,22,550,40.4538,164.49,14.4945,,,23,22,550,177.882,66.3497,15.686
174.602,0.5,15.7109,µm,Spot,Position,22,1000002015,2553,fill,2016,22,550,174.602,0.5,15.7109,,,24,22,550,144.882,101.684,16.6409
177.882,66.3497,15.686,µm,Spot,Position,22,1000000022,2554,fill,23,22,550,177.882,66.3497,15.686,,,19,22,550,145.156,31.906,19.2591
144.882,101.684,16.6409,µm,Spot,Position,22,1000000023,2555,fill,24,22,550,144.882,101.684,16.6409,,,39,22,550,23.3841,76.5587,18.8272
145.156,31.906,19.2591,µm,Spot,Position,22,1000000018,2556,fill,19,22,550,145.156,31.906,19.2591,,,34,22,550,199.5,79.1771,18.4349
23.3841,76.5587,18.8272,µm,Spot,Position,22,1000000038,2557,fill,39,22,550,23.3841,76.5587,18.8272,,,2281,22,550,152.457,170.89,19.8112
199.5,79.1771,18.4349,µm,Spot,Position,22,1000000033,2558,fill,34,22,550,199.5,79.1771,18.4349,,,26,22,550,39.4174,191.703,18.2133
152.457,170.89,19.8112,µm,Spot,Position,22,1000002280,2559,fill,2281,22,550,152.457,170.89,19.8112,,,46,22,550,162.847,59.1017,20.5795
39.4174,191.703,18.2133,µm,Spot,Position,22,1000000025,2560,fill,26,22,550,39.4174,191.703,18.2133,,,43,22,550,82.8947,92.313,22.3782
162.847,59.1017,20.5795,µm,Spot,Position,22,1000000045,2561,fill,46,22,550,162.847,59.1017,20.5795,,,2219,22,550,134.393,117.376,20.4247
82.8947,92.313,22.3782,µm,Spot,Position,22,1000000042,2562,fill,43,22,550,82.8947,92.313,22.3782,,,37,22,550,153.892,140.666,21.6602
134.393,117.376,20.4247,µm,Spot,Position,22,1000002218,2563,fill,2219,22,550,134.393,117.376,20.4247,,,25,22,550,138.236,172.15,21.1135
153.892,140.666,21.6602,µm,Spot,Position,22,1000000036,2564,fill,37,22,550,153.892,140.666,21.6602,,,41,22,550,139.489,210.133,20.476
138.236,172.15,21.1135,µm,Spot,Position,22,1000000024,2565,fill,25,22,550,138.236,172.15,21.1135,,,33,22,550,102.334,46.5853,23.0233
139.489,210.133,20.476,µm,Spot,Position,22,1000000040,2566,fill,41,22,550,139.489,210.133,20.476,,,36,22,550,178.21,149.132,22.8629
102.334,46.5853,23.0233,µm,Spot,Position,22,1000000032,2567,fill,33,22,550,102.334,46.5853,23.0233,,,38,22,550,168.927,200.396,23.0689
178.21,149.132,22.8629,µm,Spot,Position,22,1000000035,2568,fill,36,22,550,178.21,149.132,22.8629,,,2462,22,550,122.64,216.908,28.6951
168.927,200.396,23.0689,µm,Spot,Position,22,1000000037,2569,fill,38,22,550,168.927,200.396,23.0689,,,44,22,550,199.5,123.982,33.5208
122.64,216.908,28.6951,µm,Spot,Position,22,1000002461,2570,fill,2462,22,550,122.64,216.908,28.6951,,,45,22,550,188.393,163.954,35.6723
199.5,123.982,33.5208,µm,Spot,Position,22,1000000043,2571,fill,44,22,550,199.5,123.982,33.5208,,,2298,22,550,0.5,0.5,39.2065
188.393,163.954,35.6723,µm,Spot,Position,22,1000000044,2572,fill,45,22,550,188.393,163.954,35.6723,,,2464,22,550,21.5989,88.8372,39.1748
0.5,0.5,39.2065,µm,Spot,Position,22,1000002297,2573,fill,2298,22,550,0.5,0.5,39.2065,,,2538,22,550,0.5,69.3492,49.0016
21.5989,88.8372,39.1748,µm,Spot,Position,22,1000002463,2574,fill,2464,22,550,21.5989,88.8372,39.1748,,,2577,22,550,62.7319,55.4192,51.25
0.5,69.3492,49.0016,µm,Spot,Position,22,1000002537,2575,fill,2538,22,550,0.5,69.3492,49.0016,,,2500,22,550,104.749,95.411,51.25
62.7319,55.4192,51.25,µm,Spot,Position,22,1000002576,2576,fill,2577,22,550,62.7319,55.4192,51.25,,,2465,22,550,166.333,130.515,51.25
104.749,95.411,51.25,µm,Spot,Position,22,1000002499,2577,fill,2500,22,550,104.749,95.411,51.25,,,2398,22,550,105.188,156.842,51.25
166.333,130.515,51.25,µm,Spot,Position,22,1000002464,2578,fill,2465,22,550,166.333,130.515,51.25,,,2433,22,550,40.2453,212.954,51.25
105.188,156.842,51.25,µm,Spot,Position,22,1000002397,2579,fill,2398,22,550,105.188,156.842,51.25,,,2508,22,550,14.8305,132.007,1.25
40.2453,212.954,51.25,µm,Spot,Position,22,1000002432,2580,fill,2433,22,550,40.2453,212.954,51.25,,,2,23,575,118.299,9.56349,1.25
14.8305,132.007,1.25,µm,Spot,Position,22,1000002507,2581,fill,2508,22,550,14.8305,132.007,1.25,,,4,23,575,49.3676,75.7336,1.25
118.299,9.56349,1.25,µm,Spot,Position,23,1000000001,2582,fill,2,23,575,118.299,9.56349,1.25,,,5,23,575,48.9205,92.4721,1.25
49.3676,75.7336,1.25,µm,Spot,Position,23,1000000003,2583,fill,4,23,575,49.3676,75.7336,1.25,,,8,23,575,110.022,130.693,1.25
48.9205,92.4721,1.25,µm,Spot,Position,23,1000000004,2584,fill,5,23,575,48.9205,92.4721,1.25,,,2508,23,575,14.6081,132.23,1.25
110.022,130.693,1.25,µm,Spot,Position,23,1000000007,2585,fill,8,23,575,110.022,130.693,1.25,,,2012,23,575,0.5,167.28,7.156
14.6081,132.23,1.25,µm,Spot,Position,23,1000002507,2586,fill,2508,23,575,14.6081,132.23,1.25,,,14,23,575,72.1921,0.5,11.0322
0.5,167.28,7.156,µm,Spot,Position,23,1000002011,2587,fill,2012,23,575,0.5,167.28,7.156,,,2511,23,575,146.301,11.6534,10.8254
72.1921,0.5,11.0322,µm,Spot,Position,23,1000000013,2588,fill,14,23,575,72.1921,0.5,11.0322,,,16,23,575,160.444,25.8426,10.7602
146.301,11.6534,10.8254,µm,Spot,Position,23,1000002510,2589,fill,2511,23,575,146.301,11.6534,10.8254,,,2374,23,575,73.7558,175.083,11.3692
160.444,25.8426,10.7602,µm,Spot,Position,23,1000000015,2590,fill,16,23,575,160.444,25.8426,10.7602,,,2016,23,575,172.483,0.5,13.7476
73.7558,175.083,11.3692,µm,Spot,Position,23,1000002373,2591,fill,2374,23,575,73.7558,175.083,11.3692,,,32,23,575,42.8195,164.638,14.8796
172.483,0.5,13.7476,µm,Spot,Position,23,1000002015,2592,fill,2016,23,575,172.483,0.5,13.7476,,,90,23,575,123.551,170.876,12.7468
42.8195,164.638,14.8796,µm,Spot,Position,23,1000000031,2593,fill,32,23,575,42.8195,164.638,14.8796,,,23,23,575,178.52,66.1382,16.2347
123.551,170.876,12.7468,µm,Spot,Position,23,1000000089,2594,fill,90,23,575,123.551,170.876,12.7468,,,24,23,575,145.191,101.831,16.5583
178.52,66.1382,16.2347,µm,Spot,Position,23,1000000022,2595,fill,23,23,575,178.52,66.1382,16.2347,,,19,23,575,145.509,32.2245,19.0829
145.191,101.831,16.5583,µm,Spot,Position,23,1000000023,2596,fill,24,23,575,145.191,101.831,16.5583,,,39,23,575,24.2708,77.064,18.8683
145.509,32.2245,19.0829,µm,Spot,Position,23,1000000018,2597,fill,19,23,575,145.509,32.2245,19.0829,,,34,23,575,199.5,80.4215,18.1573
24.2708,77.064,18.8683,µm,Spot,Position,23,1000000038,2598,fill,39,23,575,24.2708,77.064,18.8683,,,43,23,575,83.2621,94.942,19.1856
199.5,80.4215,18.1573,µm,Spot,Position,23,1000000033,2599,fill,34,23,575,199.5,80.4215,18.1573,,,2219,23,575,135.357,117.203,19.9805
83.2621,94.942,19.1856,µm,Spot,Position,23,1000000042,2600,fill,43,23,575,83.2621,94.942,19.1856,,,2281,23,575,153.344,170.797,19.2696
135.357,117.203,19.9805,µm,Spot,Position,23,1000002218,2601,fill,2219,23,575,135.357,117.203,19.9805,,,26,23,575,39.9365,191.628,18.2587
153.344,170.797,19.2696,µm,Spot,Position,23,1000002280,2602,fill,2281,23,575,153.344,170.797,19.2696,,,33,23,575,102.372,47.1105,22.3071
39.9365,191.628,18.2587,µm,Spot,Position,23,1000000025,2603,fill,26,23,575,39.9365,191.628,18.2587,,,46,23,575,163.322,60.412,21.0427
102.372,47.1105,22.3071,µm,Spot,Position,23,1000000032,2604,fill,33,23,575,102.372,47.1105,22.3071,,,37,23,575,155.022,139.355,21.4737
163.322,60.412,21.0427,µm,Spot,Position,23,1000000045,2605,fill,46,23,575,163.322,60.412,21.0427,,,25,23,575,138.67,171.872,20.8315
155.022,139.355,21.4737,µm,Spot,Position,23,1000000036,2606,fill,37,23,575,155.022,139.355,21.4737,,,41,23,575,141.737,211.47,20.6379
138.67,171.872,20.8315,µm,Spot,Position,23,1000000024,2607,fill,25,23,575,138.67,171.872,20.8315,,,36,23,575,178.606,149.231,22.6921
141.737,211.47,20.6379,µm,Spot,Position,23,1000000040,2608,fill,41,23,575,141.737,211.47,20.6379,,,38,23,575,169.404,200.166,23.0028
178.606,149.231,22.6921,µm,Spot,Position,23,1000000035,2609,fill,36,23,575,178.606,149.231,22.6921,,,2462,23,575,126.27,221.716,25.2217
169.404,200.166,23.0028,µm,Spot,Position,23,1000000037,2610,fill,38,23,575,169.404,200.166,23.0028,,,44,23,575,199.5,122.512,34.0392
126.27,221.716,25.2217,µm,Spot,Position,23,1000002461,2611,fill,2462,23,575,126.27,221.716,25.2217,,,45,23,575,185.834,163.742,36.0302
199.5,122.512,34.0392,µm,Spot,Position,23,1000000043,2612,fill,44,23,575,199.5,122.512,34.0392,,,2298,23,575,0.5,0.5,39.5596
185.834,163.742,36.0302,µm,Spot,Position,23,1000000044,2613,fill,45,23,575,185.834,163.742,36.0302,,,2464,23,575,22.8072,88.7563,39.3325
0.5,0.5,39.5596,µm,Spot,Position,23,1000002297,2614,fill,2298,23,575,0.5,0.5,39.5596,,,2433,23,575,44.7618,212.966,49.1379
22.8072,88.7563,39.3325,µm,Spot,Position,23,1000002463,2615,fill,2464,23,575,22.8072,88.7563,39.3325,,,2577,23,575,65.0562,57.3724,51.25
44.7618,212.966,49.1379,µm,Spot,Position,23,1000002432,2616,fill,2433,23,575,44.7618,212.966,49.1379,,,2538,23,575,0.5,71.2246,51.25
65.0562,57.3724,51.25,µm,Spot,Position,23,1000002576,2617,fill,2577,23,575,65.0562,57.3724,51.25,,,2500,23,575,106.681,97.4681,51.25
0.5,71.2246,51.25,µm,Spot,Position,23,1000002537,2618,fill,2538,23,575,0.5,71.2246,51.25,,,2465,23,575,170.664,131.432,51.25
106.681,97.4681,51.25,µm,Spot,Position,23,1000002499,2619,fill,2500,23,575,106.681,97.4681,51.25,,,2398,23,575,106.456,161.226,51.25
170.664,131.432,51.25,µm,Spot,Position,23,1000002464,2620,fill,2465,23,575,170.664,131.432,51.25,,,2,24,600,123.348,11.3434,1.25
106.456,161.226,51.25,µm,Spot,Position,23,1000002397,2621,fill,2398,23,575,106.456,161.226,51.25,,,4,24,600,49.1108,75.9487,1.25
123.348,11.3434,1.25,µm,Spot,Position,24,1000000001,2622,fill,2,24,600,123.348,11.3434,1.25,,,5,24,600,49.7143,91.8795,1.25
49.1108,75.9487,1.25,µm,Spot,Position,24,1000000003,2623,fill,4,24,600,49.1108,75.9487,1.25,,,8,24,600,110.472,130.785,1.25
49.7143,91.8795,1.25,µm,Spot,Position,24,1000000004,2624,fill,5,24,600,49.7143,91.8795,1.25,,,2508,24,600,15.0739,132.48,1.25
110.472,130.785,1.25,µm,Spot,Position,24,1000000007,2625,fill,8,24,600,110.472,130.785,1.25,,,2012,24,600,0.5,167.469,6.48301
15.0739,132.48,1.25,µm,Spot,Position,24,1000002507,2626,fill,2508,24,600,15.0739,132.48,1.25,,,14,24,600,73.0254,0.5,11.8073
0.5,167.469,6.48301,µm,Spot,Position,24,1000002011,2627,fill,2012,24,600,0.5,167.469,6.48301,,,2511,24,600,147.429,9.30654,10.1401
73.0254,0.5,11.8073,µm,Spot,Position,24,1000000013,2628,fill,14,24,600,73.0254,0.5,11.8073,,,16,24,600,160.257,26.026,10.6153
147.429,9.30654,10.1401,µm,Spot,Position,24,1000002510,2629,fill,2511,24,600,147.429,9.30654,10.1401,,,2374,24,600,73.6692,175.073,11.3071
160.257,26.026,10.6153,µm,Spot,Position,24,1000000015,2630,fill,16,24,600,160.257,26.026,10.6153,,,2016,24,600,171.15,0.5,13.7463
73.6692,175.073,11.3071,µm,Spot,Position,24,1000002373,2631,fill,2374,24,600,73.6692,175.073,11.3071,,,90,24,600,127.24,171.32,12.8143
171.15,0.5,13.7463,µm,Spot,Position,24,1000002015,2632,fill,2016,24,600,171.15,0.5,13.7463,,,23,24,600,178.529,62.2231,15.4175
127.24,171.32,12.8143,µm,Spot,Position,24,1000000089,2633,fill,90,24,600,127.24,171.32,12.8143,,,43,24,600,85.3527,92.0497,16.3385
178.529,62.2231,15.4175,µm,Spot,Position,24,1000000022,2634,fill,23,24,600,178.529,62.2231,15.4175,,,24,24,600,144.829,101.169,16.3848
85.3527,92.0497,16.3385,µm,Spot,Position,24,1000000042,2635,fill,43,24,600,85.3527,92.0497,16.3385,,,32,24,600,45.2862,165.138,15.9122
144.829,101.169,16.3848,µm,Spot,Position,24,1000000023,2636,fill,24,24,600,144.829,101.169,16.3848,,,19,24,600,145.893,31.6065,18.8229
45.2862,165.138,15.9122,µm,Spot,Position,24,1000000031,2637,fill,32,24,600,45.2862,165.138,15.9122,,,39,24,600,24.3879,76.576,19.0407
145.893,31.6065,18.8229,µm,Spot,Position,24,1000000018,2638,fill,19,24,600,145.893,31.6065,18.8229,,,34,24,600,199.5,78.4757,18.2067
24.3879,76.576,19.0407,µm,Spot,Position,24,1000000038,2639,fill,39,24,600,24.3879,76.576,19.0407,,,2281,24,600,150.208,168.221,18.4191
199.5,78.4757,18.2067,µm,Spot,Position,24,1000000033,2640,fill,34,24,600,199.5,78.4757,18.2067,,,26,24,600,39.6896,190.931,18.5193
150.208,168.221,18.4191,µm,Spot,Position,24,1000002280,2641,fill,2281,24,600,150.208,168.221,18.4191,,,2644,24,600,112.399,205.423,18.0836
39.6896,190.931,18.5193,µm,Spot,Position,24,1000000025,2642,fill,26,24,600,39.6896,190.931,18.5193,,,33,24,600,101.172,46.2084,21.6328
112.399,205.423,18.0836,µm,Spot,Position,24,1000002643,2643,fill,2644,24,600,112.399,205.423,18.0836,,,46,24,600,165.895,62.3591,21.813
101.172,46.2084,21.6328,µm,Spot,Position,24,1000000032,2644,fill,33,24,600,101.172,46.2084,21.6328,,,2219,24,600,134.866,116.639,20.1308
165.895,62.3591,21.813,µm,Spot,Position,24,1000000045,2645,fill,46,24,600,165.895,62.3591,21.813,,,37,24,600,154.916,138.105,21.19
134.866,116.639,20.1308,µm,Spot,Position,24,1000002218,2646,fill,2219,24,600,134.866,116.639,20.1308,,,25,24,600,138.698,170.469,20.5475
154.916,138.105,21.19,µm,Spot,Position,24,1000000036,2647,fill,37,24,600,154.916,138.105,21.19,,,41,24,600,143.715,211.311,22.0454
138.698,170.469,20.5475,µm,Spot,Position,24,1000000024,2648,fill,25,24,600,138.698,170.469,20.5475,,,36,24,600,179.615,147.736,23.4578
143.715,211.311,22.0454,µm,Spot,Position,24,1000000040,2649,fill,41,24,600,143.715,211.311,22.0454,,,38,24,600,170.166,199.587,22.757
179.615,147.736,23.4578,µm,Spot,Position,24,1000000035,2650,fill,36,24,600,179.615,147.736,23.4578,,,2462,24,600,129.354,222.5,24.2746
170.166,199.587,22.757,µm,Spot,Position,24,1000000037,2651,fill,38,24,600,170.166,199.587,22.757,,,2654,24,600,193.179,130.839,32.6005
129.354,222.5,24.2746,µm,Spot,Position,24,1000002461,2652,fill,2462,24,600,129.354,222.5,24.2746,,,45,24,600,183.7,163.755,36.3461
193.179,130.839,32.6005,µm,Spot,Position,24,1000002653,2653,fill,2654,24,600,193.179,130.839,32.6005,,,2464,24,600,21.0968,88.6227,38.1583
183.7,163.755,36.3461,µm,Spot,Position,24,1000000044,2654,fill,45,24,600,183.7,163.755,36.3461,,,2298,24,600,0.5,0.5,40.1266
21.0968,88.6227,38.1583,µm,Spot,Position,24,1000002463,2655,fill,2464,24,600,21.0968,88.6227,38.1583,,,2577,24,600,62.7061,57.5208,51.25
0.5,0.5,40.1266,µm,Spot,Position,24,1000002297,2656,fill,2298,24,600,0.5,0.5,40.1266,,,2538,24,600,0.5,70.0392,51.25
62.7061,57.5208,51.25,µm,Spot,Position,24,1000002576,2657,fill,2577,24,600,62.7061,57.5208,51.25,,,2500,24,600,104.724,96.4666,51.25
0.5,70.0392,51.25,µm,Spot,Position,24,1000002537,2658,fill,2538,24,600,0.5,70.0392,51.25,,,2465,24,600,168.434,130.22,51.25
104.724,96.4666,51.25,µm,Spot,Position,24,1000002499,2659,fill,2500,24,600,104.724,96.4666,51.25,,,2398,24,600,104.029,161.083,51.25
168.434,130.22,51.25,µm,Spot,Position,24,1000002464,2660,fill,2465,24,600,168.434,130.22,51.25,,,2433,24,600,43.8338,213.016,51.25
104.029,161.083,51.25,µm,Spot,Position,24,1000002397,2661,fill,2398,24,600,104.029,161.083,51.25,,,2,25,625,123.553,12.7049,1.25
43.8338,213.016,51.25,µm,Spot,Position,24,1000002432,2662,fill,2433,24,600,43.8338,213.016,51.25,,,4,25,625,48.8125,76.7455,1.25
123.553,12.7049,1.25,µm,Spot,Position,25,1000000001,2663,fill,2,25,625,123.553,12.7049,1.25,,,5,25,625,50.6744,91.5234,1.25
48.8125,76.7455,1.25,µm,Spot,Position,25,1000000003,2664,fill,4,25,625,48.8125,76.7455,1.25,,,8,25,625,110.701,131.244,1.25
50.6744,91.5234,1.25,µm,Spot,Position,25,1000000004,2665,fill,5,25,625,50.6744,91.5234,1.25,,,2508,25,625,15.3123,132.248,1.25
110.701,131.244,1.25,µm,Spot,Position,25,1000000007,2666,fill,8,25,625,110.701,131.244,1.25,,,2012,25,625,0.5,167.996,7.12433
15.3123,132.248,1.25,µm,Spot,Position,25,1000002507,2667,fill,2508,25,625,15.3123,132.248,1.25,,,2511,25,625,147.55,5.32792,11.661
0.5,167.996,7.12433,µm,Spot,Position,25,1000002011,2668,fill,2012,25,625,0.5,167.996,7.12433,,,16,25,625,160.891,26.9053,10.6895
147.55,5.32792,11.661,µm,Spot,Position,25,1000002510,2669,fill,2511,25,625,147.55,5.32792,11.661,,,2374,25,625,74.2204,175.811,11.1983
160.891,26.9053,10.6895,µm,Spot,Position,25,1000000015,2670,fill,16,25,625,160.891,26.9053,10.6895,,,2016,25,625,171.182,0.5,13.5197
74.2204,175.811,11.1983,µm,Spot,Position,25,1000002373,2671,fill,2374,25,625,74.2204,175.811,11.1983,,,14,25,625,68.788,3.55048,13.0645
171.182,0.5,13.5197,µm,Spot,Position,25,1000002015,2672,fill,2016,25,625,171.182,0.5,13.5197,,,90,25,625,128.513,173.029,12.5075
68.788,3.55048,13.0645,µm,Spot,Position,25,1000000013,2673,fill,14,25,625,68.788,3.55048,13.0645,,,23,25,625,179.62,60.4155,16.3238
128.513,173.029,12.5075,µm,Spot,Position,25,1000000089,2674,fill,90,25,625,128.513,173.029,12.5075,,,43,25,625,88.8743,89.755,15.0662
179.62,60.4155,16.3238,µm,Spot,Position,25,1000000022,2675,fill,23,25,625,179.62,60.4155,16.3238,,,24,25,625,144.949,101.391,16.3805
88.8743,89.755,15.0662,µm,Spot,Position,25,1000000042,2676,fill,43,25,625,88.8743,89.755,15.0662,,,32,25,625,48.1847,167.386,16.3076
144.949,101.391,16.3805,µm,Spot,Position,25,1000000023,2677,fill,24,25,625,144.949,101.391,16.3805,,,19,25,625,145.642,31.8367,18.8074
48.1847,167.386,16.3076,µm,Spot,Position,25,1000000031,2678,fill,32,25,625,48.1847,167.386,16.3076,,,39,25,625,24.7715,76.9088,18.946
145.642,31.8367,18.8074,µm,Spot,Position,25,1000000018,2679,fill,19,25,625,145.642,31.8367,18.8074,,,34,25,625,199.5,79.6721,18.4319
24.7715,76.9088,18.946,µm,Spot,Position,25,1000000038,2680,fill,39,25,625,24.7715,76.9088,18.946,,,2281,25,625,150.904,168.427,18.4793
199.5,79.6721,18.4319,µm,Spot,Position,25,1000000033,2681,fill,34,25,625,199.5,79.6721,18.4319,,,26,25,625,39.7623,190.958,18.8722
150.904,168.427,18.4793,µm,Spot,Position,25,1000002280,2682,fill,2281,25,625,150.904,168.427,18.4793,,,2644,25,625,112.789,205.605,18.2337
39.7623,190.958,18.8722,µm,Spot,Position,25,1000000025,2683,fill,26,25,625,39.7623,190.958,18.8722,,,33,25,625,98.541,45.8869,20.1561
112.789,205.605,18.2337,µm,Spot,Position,25,1000002643,2684,fill,2644,25,625,112.789,205.605,18.2337,,,46,25,625,167.727,63.1573,21.543
98.541,45.8869,20.1561,µm,Spot,Position,25,1000000032,2685,fill,33,25,625,98.541,45.8869,20.1561,,,2219,25,625,134.73,116.493,20.2333
167.727,63.1573,21.543,µm,Spot,Position,25,1000000045,2686,fill,46,25,625,167.727,63.1573,21.543,,,37,25,625,154.536,137.46,21.1069
134.73,116.493,20.2333,µm,Spot,Position,25,1000002218,2687,fill,2219,25,625,134.73,116.493,20.2333,,,25,25,625,139.391,169.191,21.0885
154.536,137.46,21.1069,µm,Spot,Position,25,1000000036,2688,fill,37,25,625,154.536,137.46,21.1069,,,2462,25,625,130.432,222.5,20.2823
139.391,169.191,21.0885,µm,Spot,Position,25,1000000024,2689,fill,25,25,625,139.391,169.191,21.0885,,,36,25,625,180.344,145.804,24.0034
130.432,222.5,20.2823,µm,Spot,Position,25,1000002461,2690,fill,2462,25,625,130.432,222.5,20.2823,,,38,25,625,169.975,198.454,23.1939
180.344,145.804,24.0034,µm,Spot,Position,25,1000000035,2691,fill,36,25,625,180.344,145.804,24.0034,,,41,25,625,149.929,205.836,26.1982
169.975,198.454,23.1939,µm,Spot,Position,25,1000000037,2692,fill,38,25,625,169.975,198.454,23.1939,,,2654,25,625,193.106,129.428,32.3974
149.929,205.836,26.1982,µm,Spot,Position,25,1000000040,2693,fill,41,25,625,149.929,205.836,26.1982,,,45,25,625,183.414,160.934,36.8017
193.106,129.428,32.3974,µm,Spot,Position,25,1000002653,2694,fill,2654,25,625,193.106,129.428,32.3974,,,2298,25,625,0.5,0.5,39.9931
183.414,160.934,36.8017,µm,Spot,Position,25,1000000044,2695,fill,45,25,625,183.414,160.934,36.8017,,,2464,25,625,23.2764,88.7755,39.5163
0.5,0.5,39.9931,µm,Spot,Position,25,1000002297,2696,fill,2298,25,625,0.5,0.5,39.9931,,,2538,25,625,0.5,70.0373,45.5573
23.2764,88.7755,39.5163,µm,Spot,Position,25,1000002463,2697,fill,2464,25,625,23.2764,88.7755,39.5163,,,2577,25,625,64.1761,59.9583,51.25
